private_interest_id,company_id_openpolis,company_id_transparency,person_id_openpolis,person_id_transparency,company_name,company_vat,company_type,company_headquarter_address,company_headquarter_municipality,company_headquarter_province,company_sector_description,company_transparency_sector,company_turnover_range,company_employees_range,person_company_role,person_company_role_starting_date,person_company_share_%
PI00457,88455,CO00281,559672,PE01180,CENTRO INTERMODALE DEL TRONTO S.R.L. IN BREVE C.I.T. S.R.L.,,Società a responsabilità limitata,"Localita' Villa Sant'Antonio, SNC, 63100",Ascoli Piceno,AP,Gestione di centri di movimentazione merci (interporti),Trasporto,Minore o uguale a 250.000 euro,Fino a 2,Presidente del consiglio di amministrazione,21/07/2017,
PI00465,135594,CO00317,496147,PE01176,RENT EXCLUSIVE S.R.L.,,Società a responsabilità limitata,"Via Onorato Vigliani, 80, 10135",Torino,TO,Noleggio di autovetture ed autoveicoli leggeri,Trasporto,Dato non disponibile,Dato non disponibile,Consigliere,26/07/2021,
PI00466,135594,CO00317,496147,PE01176,RENT EXCLUSIVE S.R.L.,,Società a responsabilità limitata,"Via Onorato Vigliani, 80, 10135",Torino,TO,Noleggio di autovetture ed autoveicoli leggeri,Trasporto,Dato non disponibile,Dato non disponibile,Presidente del consiglio di amministrazione,26/07/2021,
PI00482,135615,CO00338,607505,PE01125,IL SOCIETA' COOPERATIVA,,Società cooperativa diversa,"Via Parma, 10, 25125",Brescia,BS,Movimentazione merci,Trasporto,Dato non disponibile,Dato non disponibile,Presidente del collegio sindacale,01/07/2020,
PI00200,96443,CO00140,504545,PE00420,SERVI.GEST SRL,,Società a responsabilità limitata,"Via Xxviii Aprile, 12, 12100",Cuneo,CN,Altre attività postali e di corriere senza obbligo di servizio universale,Trasporto,Minore o uguale a 250.000 euro,Fino a 2,Azionista,,33.00
PI00230,96471,CO00162,822170,PE00529,H.C. CONSULTING SRL,,Società a responsabilità limitata,"Piazza Attias, 21/C, 57125",Livorno,LI,Spedizionieri e agenzie di operazioni doganali,Trasporto,Tra 250.000 e 2.000.000 euro,Fino a 2,Azionista,,30.00
PI00208,96454,CO00145,822219,PE00860,FINAUTO S.P.A.,,Società per azioni,"Via Traversa Pistoiese, 12/Q, 59100",Prato,PO,Noleggio di autovetture ed autoveicoli leggeri,Trasporto,Tra 2.000.000 e 10.000.000 euro,Da 3 a 10,Azionista,,1.00
PI00127,96378,CO00094,819562,PE00986,ZUMA S.R.L.,,Società a responsabilità limitata,"Viale Regina Margherita, 30, 55049",Viareggio,LU,Ristorazione con somministrazione,Turismo e ristorazione,Tra 250.000 e 2.000.000 euro,Da 11 a 50,Socio,01/09/2010,
PI00451,135604,CO00327,503740,PE01190,OASI S.R.L.,,Società a responsabilità limitata,"Via Della Costituzione, 8, 73014",Gallipoli,LE,"Gestione di stabilimenti balneari: marittimi, lacuali e fluviali",Turismo e ristorazione,Dato non disponibile,Dato non disponibile,Amministratore unico,14/09/2020,
PI00477,135601,CO00324,496260,PE01157,VILLA MARINA SRL,,Società a responsabilità limitata,"Via Degli Schiavoni, 22, 61032",Fano,PU,Ristorazione con somministrazione,Turismo e ristorazione,Dato non disponibile,Dato non disponibile,Consigliere,22/10/2020,
PI00488,135621,CO00344,960882,PE01072,BONA DEA - S.R.L,,Società a responsabilità limitata,"Via Appia Antica, 4, 00179",Roma,RM,Mense,Turismo e ristorazione,Dato non disponibile,Dato non disponibile,Azionista,,50.00
PI00496,135632,CO00355,496194,PE01091,ARABIA FOOD S.R.L.,,Società a responsabilità limitata,"Via Ambrogio Arabia, 18, 87100",Cosenza,CS,Ristorazione senza somministrazione con preparazione di cibi da asporto,Turismo e ristorazione,Dato non disponibile,Dato non disponibile,Azionista,,22.20
PI00130,96380,CO00096,819562,PE00986,"SHELL SOCIETA' A RESPONSABILITA' LIMITATA IN SIGLA ""SHELL S.R.L.""",,Società a responsabilità limitata,"Lungomare Europa, 131, 55041","Lido Di Camaiore, Camaiore",LU,Ristorazione con somministrazione,Turismo e ristorazione,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Azionista,,25.00
PI00129,96379,CO00095,819562,PE00986,BROCANTE S.R.L.,,Società a responsabilità limitata,"Viale Guglielmo Marconi, 62, 55049",Viareggio,LU,Ristorazione con somministrazione,Turismo e ristorazione,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Azionista,,99.99
PI00128,96378,CO00094,819562,PE00986,ZUMA S.R.L.,,Società a responsabilità limitata,"Viale Regina Margherita, 30, 55049",Viareggio,LU,Ristorazione con somministrazione,Turismo e ristorazione,Tra 250.000 e 2.000.000 euro,Da 11 a 50,Azionista,,100.00
PI00195,96440,CO00137,501176,PE00917,LA CAMPANA S.R.L.,,Società a responsabilità limitata,"Vicolo Della Campana, 18, 00186",Roma,RM,Ristorazione con somministrazione,Turismo e ristorazione,Tra 250.000 e 2.000.000 euro,Da 11 a 50,Azionista,,50.00
PI00055,96310,CO00045,819552,PE00765,TERRA FELICE S.R.L.,,Società a responsabilità limitata,"Via Sabaudia, 119/P, 04017",San Felice Circeo,LT,"Affittacamere per brevi soggiorni, case ed appartamenti per vacanze, bed and breakfast, residence",Turismo e ristorazione,Minore o uguale a 250.000 euro,Fino a 2,Azionista,,7.00
PI00508,135641,CO00364,505727,PE00664,SPARTACO S.R.L.,,Società a responsabilità limitata,"Via Spartaco, 11, 20135",Milano,MI,Ristorazione con somministrazione,Turismo e ristorazione,Dato non disponibile,Dato non disponibile,Azionista,,20.00
PI00509,135640,CO00363,505727,PE00664,PERLE S.R.L.,,Società a responsabilità limitata,"Viale Cristoforo Colombo, 23, 20090",Trezzano sul Naviglio,MI,Ristorazione con somministrazione,Turismo e ristorazione,Dato non disponibile,Dato non disponibile,Azionista,,20.00
PI00516,135607,CO00330,499665,PE01213,BAR PASTICCERIA VECCHI LA CREMMA SRL,,Società a responsabilità limitata,"Viale Tiberio, 7, 47921",Rimini,RN,Bar e altri esercizi simili senza cucina,Turismo e ristorazione,Dato non disponibile,Dato non disponibile,Azionista,,16.00
PI00246,96482,CO00173,822179,PE00446,FULL RESIDENCE S.R.L.,,Società a responsabilità limitata,"Via Carlo Viola, 71/D, 11026, Pont-Saint-Martin ",Pont-Saint-Martin,AO,Ristorazione con somministrazione,Turismo e ristorazione,Tra 250.000 e 2.000.000 euro,Da 11 a 50,Azionista,,20.00
PI00520,135606,CO00329,503740,PE01190,SOLUZIONI TURISTICHE S.R.L. (IN SIGLA SOTUR S.R.L.),,Società a responsabilità limitata,"Via Litoranea Per Santa Maria Di Leuca, 73014",Gallipoli,LE,Aree di campeggio e aree attrezzate per camper e roulotte,Turismo e ristorazione,Dato non disponibile,Dato non disponibile,Azionista,,25.00
PI00521,135605,CO00328,503740,PE01190,VISTAMARE SRL,,Società a responsabilità limitata,"Via Della Liberta', 47, 73100",Lecce,LE,"Gestione di stabilimenti balneari: marittimi, lacuali e fluviali",Turismo e ristorazione,Dato non disponibile,Dato non disponibile,Azionista,,33.33
PI00522,135604,CO00327,503740,PE01190,OASI S.R.L.,,Società a responsabilità limitata,"Via Della Costituzione, 8, 73014",Gallipoli,LE,"Gestione di stabilimenti balneari: marittimi, lacuali e fluviali",Turismo e ristorazione,Dato non disponibile,Dato non disponibile,Azionista,,49.05
PI00523,135603,CO00326,503740,PE01190,"INIZIATIVE TURISTICHE SALENTO S.R.L. IN SIGLA ""I.T.S. S.R.L.""",,Società a responsabilità limitata,"Litoranea Per S.Maria Di Leuca, 73014",Gallipoli,LE,"Gestione di stabilimenti balneari: marittimi, lacuali e fluviali",Turismo e ristorazione,Dato non disponibile,Dato non disponibile,Azionista,,60.00
PI00293,96551,CO00205,494954,PE00203,GHE SEM S.R.L.,,Società a responsabilità limitata,"Via Vincenzo Monti, 26, 20123",Milano,MI,Ristorazione con somministrazione,Turismo e ristorazione,Tra 250.000 e 2.000.000 euro,Da 11 a 50,Azionista,,10.00
PI00533,135601,CO00324,496260,PE01157,VILLA MARINA SRL,,Società a responsabilità limitata,"Via Degli Schiavoni, 22, 61032",Fano ,PU,Ristorazione con somministrazione,Turismo e ristorazione,Dato non disponibile,Dato non disponibile,Azionista,,51.00
PI00534,109683,CO00299,496260,PE01157,M2 S.A.S. DI MARTINA CARLONI & C.,,Società in accomandita semplice,"Via Vecchia, 8, 61032",Fano,PU,Ristorazione con somministrazione,Turismo e ristorazione,Dato non disponibile,Da 11 a 50,Azionista,,51.00
