private_interest_id,company_id_openpolis,company_id_transparency,person_id_openpolis,person_id_transparency,company_name,company_vat,company_type,company_headquarter_address,company_headquarter_municipality,company_headquarter_province,company_sector_description,company_transparency_sector,company_turnover_range,company_employees_range,person_company_role,person_company_role_starting_date,person_company_share_%
PI00002,1761,CO00002,734906,PE00222,ASCOPIAVE S.P.A.,,Società per azioni,"Via Verizzo, 1030",Pieve di Soligo,TV,Attività delle holding impegnate nelle attività gestionali (holding operative),Finanziario,Tra 10.000.000 e 50.000.000 euro,Da 51 a 250,Consigliere - terminato,40661,
PI00332,108649,CO00220,822247,PE00262,BUSINESS SERVICE SRL,,Società a responsabilità limitata,"Via Antonio Pacinotti, 4/B",Verona,VR,Altre attività ausiliarie dei servizi finanziari (escluse le assicurazioni e i fondi pensione),Finanziario,Minore o uguale a 250.000 euro,Fino a 2,Azionista,,30
PI00377,11478,CO00255,549300,PE00770,ACQUE S.P.A.,,Società per azioni,"VIA GARIGLIANO, 1",Empoli,FI,"Raccolta, trattamento e fornitura di acqua",Forniture,Maggiore di 50.000.000 euro,Più di 250,Sindaco supplente,44006,
PI00011,27581,CO00010,495022,PE00242,CENTRO VENETO SERVIZI S.P.A.,,Società per azioni,"Via Cristoforo Colombo, 29/A",Monselice,PD,"Raccolta, trattamento e fornitura di acqua",Forniture,Tra 10.000.000 e 50.000.000 euro,Da 51 a 250,Consigliere,42633,
PI00012,27581,CO00010,495022,PE00242,CENTRO VENETO SERVIZI S.P.A.,,Società per azioni,"Via Cristoforo Colombo, 29/A",Monselice,PD,"Raccolta, trattamento e fornitura di acqua",Forniture,Tra 10.000.000 e 50.000.000 euro,Da 51 a 250,Presidente del consiglio di amministrazione,43122,
PI00333,25592,CO00241,549300,PE00770,TRE MORTARA S.R.L.,,Società a responsabilità limitata,"Via Tiziano Vecelio, 540",Mortara,PV,Raccolta e depurazione delle acque di scarico,Forniture,Minore o uguale a 250.000 euro,Da 3 a 10,Sindaco effettivo - terminato,43000,
PI00015,30100,CO00012,541847,PE00044,ALTO TREVIGIANO SERVIZI S.R.L.,,Società a responsabilità limitata,"Via Schiavonesca Priula, 86",Montebelluna,TV,"Raccolta, trattamento e fornitura di acqua",Forniture,Tra 10.000.000 e 50.000.000 euro,Più di 250,Consigliere - terminato,42573,
PI00016,30100,CO00012,541847,PE00044,ALTO TREVIGIANO SERVIZI S.R.L.,,Società a responsabilità limitata,"Via Schiavonesca Priula, 86",Montebelluna,TV,"Raccolta, trattamento e fornitura di acqua",Forniture,Tra 10.000.000 e 50.000.000 euro,Più di 250,Presidente del consiglio di amministrazione - terminato,42573,
PI00017,31493,CO00013,822241,PE00131,CAFC S.P.A.,,Società per azioni,"Viale Palmanova, 192",Udine,UD,"Raccolta, trattamento e fornitura di acqua",Forniture,Tra 10.000.000 e 50.000.000 euro,Più di 250,Consigliere - terminato,42893,
PI00019,80005,CO00015,822321,PE00474,"SYNDIAL SERVIZI AMBIENTALI S.P.A. O IN FORMA ABBREVIATA ""SYNDIAL S.P.A.""",,Società per azioni,"Piazza Marcello Boldrini, 1",San Donato Milanese,MI,Altre attività di risanamento e altri servizi di gestione dei rifiuti,Gestione rifiuti,Maggiore di 50.000.000 euro,Più di 250,Sindaco supplente - terminato,41744,
PI00005,6623,CO00005,548724,PE00091,CONTARINA S.P.A.,,Società per azioni,"Via Vittorio Veneto, 6",Spresiano,TV,Raccolta di rifiuti solidi non pericolosi,Gestione rifiuti,Maggiore di 50.000.000 euro,Più di 250,Consigliere - terminato,42588,
PI00276,96526,CO00195,495279,PE00857,A. SIBILIA 1920 S.R.L.,,Società a responsabilità limitata,"Via Partenio, 33",Avellino,AV,Locazione immobiliare di beni propri o in leasing (affitto),Immobiliare,Minore o uguale a 250.000 euro,Fino a 2,Azionista,,33.33
PI00093,96341,CO00073,819056,PE00305,"NEXTNOW SOCIETA' A RESPONSABILITA' LIMITATA IN SIGLA ""NEXTNOW S.R.L.""",,Società a responsabilità limitata,"Via Argiro, 29",Bari,BA,"ATTIVITÃ€ DEGLI STUDI DI ARCHITETTURA, INGEGNERIA ED ALTRI STUDI TECNICI",Immobiliare,Minore o uguale a 250.000 euro,Fino a 2,Azionista,,33.33
PI00042,96298,CO00035,819597,PE00206,DEA S.P.A.,,Società per azioni,"Via Vittorio Emanuele Ii, 132",Casnigo,BG,Compravendita di beni immobili effettuata su beni propri,Immobiliare,Minore o uguale a 250.000 euro,Fino a 2,Sindaco effettivo - terminato,41456,
PI00266,96518,CO00188,822220,PE00060,"IMMOBILI URBANI E RUSTICI - I.U.R.A. S.R.L., IN LIQUIDAZIONE IN F ORMA ABBREVIATA I.U.R.A. S.R.L., IN LIQUIDAZIONE",,Società a responsabilità limitata,"Via Fratelli Porcellaga, 24/A",Brescia,BS,Compravendita di beni immobili effettuata su beni propri,Immobiliare,Minore o uguale a 250.000 euro,Da 3 a 10,Azionista,,2.42
PI00281,96530,CO00198,819223,PE00532,LINAS S.R.L.,,Società a responsabilità limitata,"Viale Regina Margherita, 6",Cagliari,CA,Locazione immobiliare di beni propri o in leasing (affitto),Immobiliare,Tra 250.000 e 2.000.000 euro,Fino a 2,Azionista,,60
PI00280,96530,CO00198,819223,PE00532,LINAS S.R.L.,,Società a responsabilità limitata,"Viale Regina Margherita, 6",Cagliari,CA,Locazione immobiliare di beni propri o in leasing (affitto),Immobiliare,Tra 250.000 e 2.000.000 euro,Fino a 2,Amministratore unico,31020,
PI00118,96373,CO00089,819343,PE00700,MICHELA IMMOBILIARE S.R.L.,,Società a responsabilità limitata con un unico socio,"Viale Giuseppe Di Vittorio, 145",Foggia,FG,Compravendita di beni immobili effettuata su beni propri,Immobiliare,Minore o uguale a 250.000 euro,Fino a 2,Azionista - terminato,,100
PI00116,96373,CO00089,819343,PE00700,MICHELA IMMOBILIARE S.R.L.,,Società a responsabilità limitata con un unico socio,"Viale Giuseppe Di Vittorio, 145",Foggia,FG,Compravendita di beni immobili effettuata su beni propri,Immobiliare,Minore o uguale a 250.000 euro,Fino a 2,Amministratore unico - terminato,37907,
PI00117,96373,CO00089,819343,PE00700,MICHELA IMMOBILIARE S.R.L.,,Società a responsabilità limitata con un unico socio,"Viale Giuseppe Di Vittorio, 145",Foggia,FG,Compravendita di beni immobili effettuata su beni propri,Immobiliare,Minore o uguale a 250.000 euro,Fino a 2,Socio - terminato,37907,
PI00185,96423,CO00128,736881,PE00106,MANTELLATE NOVE S.R.L.,,Società a responsabilità limitata,"Via Delle Mantellate, 9",Firenze,FI,"Gestione di uffici temporanei, uffici residence",Immobiliare,Minore o uguale a 250.000 euro,Fino a 2,Azionista,,25
PI00217,96461,CO00152,751900,PE00807,IL GLOBO - S.R.L.,,Società a responsabilità limitata,"Via Armando Fabi, 177",Frosinone,FR,Locazione immobiliare di beni propri o in leasing (affitto),Immobiliare,Tra 250.000 e 2.000.000 euro,Fino a 2,Azionista,,11.67
PI00054,96308,CO00044,818990,PE00719,"RENZO PIANO BUILDING WORKSHOP - S.R.L. SIGLABILE ""R.P.B.W. - S.R.L.""",,Società a responsabilità limitata con un unico socio,"Via Pietro Paolo Rubens, 29",Genova,GE,Attività degli studi di architettura,Immobiliare,Tra 10.000.000 e 50.000.000 euro,Da 11 a 50,Consigliere,40917,
PI00133,96382,CO00098,494213,PE00084,BIASOTTI GROUP S.R.L.,,Società a responsabilità limitata,"Via Di Francia, 34/R",Genova,GE,Locazione immobiliare di beni propri o in leasing (affitto),Immobiliare,Tra 2.000.000 e 10.000.000 euro,Da 3 a 10,Azionista,,49.62
PI00132,96382,CO00098,494213,PE00084,BIASOTTI GROUP S.R.L.,,Società a responsabilità limitata,"Via Di Francia, 34/R",Genova,GE,Locazione immobiliare di beni propri o in leasing (affitto),Immobiliare,Tra 2.000.000 e 10.000.000 euro,Da 3 a 10,Consigliere,39716,
PI00388,131690,CO00262,748802,PE00996,IRON IMMOBILIARE S.R.L.,,Società a responsabilità limitata,"Via Amedeo Avogadro, SNC",Crotone,KR,Locazione immobiliare di beni propri o in leasing (affitto),Immobiliare,Tra 250.000 e 2.000.000 euro,Dato non disponibile,Amministratore unico,42584,
PI00395,131690,CO00262,748802,PE00996,IRON IMMOBILIARE S.R.L.,,Società a responsabilità limitata,"Via Amedeo Avogadro, SNC",Crotone,KR,Locazione immobiliare di beni propri o in leasing (affitto),Immobiliare,Tra 250.000 e 2.000.000 euro,Dato non disponibile,Azionista,,33.67
PI00249,96490,CO00175,541583,PE00346,IMMOBILIARE ITALIANA S.R.L.,,Società a responsabilità limitata con un unico socio,"Via Della Pergola, 73",Lecco,LC,Locazione immobiliare di beni propri o in leasing (affitto),Immobiliare,Minore o uguale a 250.000 euro,Fino a 2,Amministratore unico - terminato,40995,
PI00060,96313,CO00048,819320,PE00564,SAN QUIRICO S.R.L.,,Società a responsabilità limitata,"Localita' Ai Conti, SNC",Barga,LU,Compravendita di beni immobili effettuata su beni propri,Immobiliare,Tra 250.000 e 2.000.000 euro,Fino a 2,Azionista,,76.39
PI00062,96315,CO00050,819320,PE00564,IL CIOCCO S.P.A.,,Società per azioni,0 - Castelvecchio Pascoli,Barga,LU,Sviluppo di progetti immobiliari senza costruzione,Immobiliare,Tra 2.000.000 e 10.000.000 euro,Da 11 a 50,Consigliere,41263,
PI00065,96318,CO00053,819320,PE00564,MAGGIO RE S.R.L. - UNIPERSONALE,,Società a responsabilità limitata con un unico socio,"Localita' Ai Conti, SNC",Barga,LU,Locazione immobiliare di beni propri o in leasing (affitto),Immobiliare,Tra 250.000 e 2.000.000 euro,Fino a 2,Consigliere,41075,
PI00109,96362,CO00083,536579,PE00545,MYRA HOTELS S.R.L.,,Società a responsabilità limitata,"Via Padre Eugenio Barsanti, 9",Pietrasanta,LU,Compravendita di beni immobili effettuata su beni propri,Immobiliare,Minore o uguale a 250.000 euro,Da 3 a 10,Azionista,,75
PI00108,96362,CO00083,536579,PE00545,MYRA HOTELS S.R.L.,,Società a responsabilità limitata,"Via Padre Eugenio Barsanti, 9",Pietrasanta,LU,Compravendita di beni immobili effettuata su beni propri,Immobiliare,Minore o uguale a 250.000 euro,Da 3 a 10,Amministratore unico - terminato,37978,
PI00053,96307,CO00043,818990,PE00719,RP SAFE S.R.L.,,Società a responsabilità limitata,"Largo Cardinale Alfredo Ildefonso Schuster, 1",Milano,MI,"ATTIVITÃ€ DEGLI STUDI DI ARCHITETTURA, INGEGNERIA ED ALTRI STUDI TECNICI",Immobiliare,Tra 2.000.000 e 10.000.000 euro,Fino a 2,Azionista,,99
PI00070,96321,CO00056,819316,PE00844,IMMOBILIARE IDRA S.P.A.,,Società per azioni,"Residenza Parco, SNC",Segrate,MI,Locazione immobiliare di beni propri o in leasing (affitto),Immobiliare,Tra 10.000.000 e 50.000.000 euro,Da 11 a 50,Consigliere,38105,
PI00100,96354,CO00078,848522,PE00556,SPEM S.R.L.,,Società a responsabilità limitata,"Corso Venezia, 61",Milano,MI,Compravendita di beni immobili effettuata su beni propri,Immobiliare,Tra 250.000 e 2.000.000 euro,Fino a 2,Azionista,,15
PI00115,96367,CO00088,542387,PE00105,COOPERATIVA EDIFICATRICE SAN MARTINO SOCIETA' COOPERATIVA,,Società cooperativa diversa,"Via Privata Enrico Meroni, 7",Bollate,MI,Sviluppo di progetti immobiliari senza costruzione,Immobiliare,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Consigliere,35951,
PI00154,96396,CO00109,494826,PE00304,GRUPPO DELLA FRERA HOTEL S.R.L.,,Società a responsabilità limitata,"Via Lucio Giunio Columella, 36",Milano,MI,Locazione immobiliare di beni propri o in leasing (affitto),Immobiliare,Tra 2.000.000 e 10.000.000 euro,Da 51 a 250,Azionista,,40
PI00151,96396,CO00109,494826,PE00304,GRUPPO DELLA FRERA HOTEL S.R.L.,,Società a responsabilità limitata,"Via Lucio Giunio Columella, 36",Milano,MI,Locazione immobiliare di beni propri o in leasing (affitto),Immobiliare,Tra 2.000.000 e 10.000.000 euro,Da 51 a 250,Amministratore delegato,42039,
PI00152,96396,CO00109,494826,PE00304,GRUPPO DELLA FRERA HOTEL S.R.L.,,Società a responsabilità limitata,"Via Lucio Giunio Columella, 36",Milano,MI,Locazione immobiliare di beni propri o in leasing (affitto),Immobiliare,Tra 2.000.000 e 10.000.000 euro,Da 51 a 250,Consigliere,41809,
PI00153,96396,CO00109,494826,PE00304,GRUPPO DELLA FRERA HOTEL S.R.L.,,Società a responsabilità limitata,"Via Lucio Giunio Columella, 36",Milano,MI,Locazione immobiliare di beni propri o in leasing (affitto),Immobiliare,Tra 2.000.000 e 10.000.000 euro,Da 51 a 250,Presidente del consiglio di amministrazione,41809,
PI00192,96437,CO00134,819521,PE00795,BRANCA REAL ESTATE S.R.L. O IN BREVE BRANCA RE S.R.L.,,Società a responsabilità limitata,"Via Broletto, 35",Milano,MI,Locazione immobiliare di beni propri o in leasing (affitto),Immobiliare,Tra 250.000 e 2.000.000 euro,Fino a 2,Consigliere,38841,
PI00197,96441,CO00138,504545,PE00420,IMMOBILIARE DANI S.R.L.,,Società a responsabilità limitata con un unico socio,"Via Pompeo Litta, 9",Milano,MI,Locazione immobiliare di beni propri o in leasing (affitto),Immobiliare,Minore o uguale a 250.000 euro,Fino a 2,Azionista - terminato,,95
PI00196,96441,CO00138,504545,PE00420,IMMOBILIARE DANI S.R.L.,,Società a responsabilità limitata con un unico socio,"Via Pompeo Litta, 9",Milano,MI,Locazione immobiliare di beni propri o in leasing (affitto),Immobiliare,Minore o uguale a 250.000 euro,Fino a 2,Amministratore unico - terminato,41747,
PI00221,96464,CO00155,819232,PE00412,"FININVEST REAL ESTATE & SERVICES S.P.A. O, IN FORMA ABBREVIATA, FININVEST RES S.P.A.",,Società per azioni,"Via Pietro Paleocapa, 3",Milano,MI,Locazione immobiliare di beni propri o in leasing (affitto),Immobiliare,Tra 2.000.000 e 10.000.000 euro,Da 11 a 50,Consigliere,42853,
PI00222,96464,CO00155,819232,PE00412,"FININVEST REAL ESTATE & SERVICES S.P.A. O, IN FORMA ABBREVIATA, FININVEST RES S.P.A.",,Società per azioni,"Via Pietro Paleocapa, 3",Milano,MI,Locazione immobiliare di beni propri o in leasing (affitto),Immobiliare,Tra 2.000.000 e 10.000.000 euro,Da 11 a 50,Presidente del consiglio di amministrazione,42853,
PI00404,97261,CO00243,819232,PE00412,IMMOBILIARE LEONARDO S.R.L.,,Società a responsabilità limitata con un unico socio,"Via Pietro Paleocapa, 3",Milano,MI,Sviluppo di progetti immobiliari senza costruzione,Immobiliare,Minore o uguale a 250.000 euro,Fino a 2,Presidente del consiglio di amministrazione,43438,
PI00355,97261,CO00243,819232,PE00412,IMMOBILIARE LEONARDO S.R.L.,,Società a responsabilità limitata con un unico socio,"Via Pietro Paleocapa, 3",Milano,MI,Sviluppo di progetti immobiliari senza costruzione,Immobiliare,Minore o uguale a 250.000 euro,Fino a 2,Consigliere,43438,
PI00378,134253,CO00256,822203,PE00201,PONTIDA - FIN S.R.L.,,Società a responsabilità limitata,"Via Carlo Bellerio, 41",Milano,MI,Locazione immobiliare di beni propri o in leasing (affitto),Immobiliare,Minore o uguale a 250.000 euro,Fino a 2,Consigliere,44134,
PI00379,134253,CO00256,822205,PE00890,PONTIDA - FIN S.R.L.,,Società a responsabilità limitata,"Via Carlo Bellerio, 42",Milano,MI,Locazione immobiliare di beni propri o in leasing (affitto),Immobiliare,Minore o uguale a 250.000 euro,Fino a 2,Presidente del consiglio di amministrazione,44134,
PI00380,134253,CO00256,822205,PE00890,PONTIDA - FIN S.R.L.,,Società a responsabilità limitata,"Via Carlo Bellerio, 43",Milano,MI,Locazione immobiliare di beni propri o in leasing (affitto),Immobiliare,Minore o uguale a 250.000 euro,Fino a 2,Consigliere,44134,
PI00059,96312,CO00047,822351,PE00160,QUARANTUNO GESTIONI IMMOBILIARI S.R.L.,,Società a responsabilità limitata,"Via Benvenuto Cellini, 32",Portici,NA,Compravendita di beni immobili effettuata su beni propri,Immobiliare,Minore o uguale a 250.000 euro,Da 11 a 50,Azionista - terminato,,50
PI00058,96312,CO00047,822351,PE00160,QUARANTUNO GESTIONI IMMOBILIARI S.R.L.,,Società a responsabilità limitata,"Via Benvenuto Cellini, 32",Portici,NA,Compravendita di beni immobili effettuata su beni propri,Immobiliare,Minore o uguale a 250.000 euro,Da 11 a 50,Amministratore unico - terminato,38735,
PI00087,96336,CO00068,496810,PE00871,TECNO ANALYSIS S.R.L.,,Società a responsabilità limitata,"Via Benedetto Cairoli, 4",Novara,NO,"ATTIVITÃ€ DEGLI STUDI DI ARCHITETTURA, INGEGNERIA ED ALTRI STUDI TECNICI",Immobiliare,Minore o uguale a 250.000 euro,Dato non disponibile,Azionista - terminato,,37.5
PI00086,96336,CO00068,496810,PE00871,TECNO ANALYSIS S.R.L.,,Società a responsabilità limitata,"Via Benedetto Cairoli, 4",Novara,NO,"ATTIVITÃ€ DEGLI STUDI DI ARCHITETTURA, INGEGNERIA ED ALTRI STUDI TECNICI",Immobiliare,Minore o uguale a 250.000 euro,Dato non disponibile,Consigliere - terminato,38131,
PI00067,96319,CO00054,822223,PE00741,AZZURRA IMMOBILIARE S.R.L.,,Società a responsabilità limitata,"Via Carlo Marx, SNC",Città di Castello,PG,Locazione immobiliare di beni propri o in leasing (affitto),Immobiliare,Minore o uguale a 250.000 euro,Dato non disponibile,Azionista,,100
PI00066,96319,CO00054,822223,PE00741,AZZURRA IMMOBILIARE S.R.L.,,Società a responsabilità limitata,"Via Carlo Marx, SNC",Città di Castello,PG,Locazione immobiliare di beni propri o in leasing (affitto),Immobiliare,Minore o uguale a 250.000 euro,Dato non disponibile,Socio,42781,
PI00237,96475,CO00166,819524,PE00180,CM4 S.P.A.,,Società per azioni,"Via Alberto Franchetti, 11",Pistoia,PT,Compravendita di beni immobili effettuata su beni propri,Immobiliare,Tra 250.000 e 2.000.000 euro,Fino a 2,Azionista,,33.33
PI00236,96475,CO00166,819524,PE00180,CM4 S.P.A.,,Società per azioni,"Via Alberto Franchetti, 11",Pistoia,PT,Compravendita di beni immobili effettuata su beni propri,Immobiliare,Tra 250.000 e 2.000.000 euro,Fino a 2,Amministratore unico,34089,
PI00239,96476,CO00167,819524,PE00180,AERRE IMMOBILIARE E FINANZIARIA S.P.A.,,Società per azioni,"Via Alberto Franchetti, 11",Pistoia,PT,Compravendita di beni immobili effettuata su beni propri,Immobiliare,Tra 2.000.000 e 10.000.000 euro,Dato non disponibile,Azionista,,16.67
PI00238,96476,CO00167,819524,PE00180,AERRE IMMOBILIARE E FINANZIARIA S.P.A.,,Società per azioni,"Via Alberto Franchetti, 11",Pistoia,PT,Compravendita di beni immobili effettuata su beni propri,Immobiliare,Tra 2.000.000 e 10.000.000 euro,Dato non disponibile,Amministratore unico,40484,
PI00240,96477,CO00168,819524,PE00180,SANT'ANDREA SOCIETA' IMMOBILIARE E DI PARTECIPAZIONE S.P.A.,,Società per azioni,"Via Alberto Franchetti, 11",Pistoia,PT,Locazione immobiliare di beni propri o in leasing (affitto),Immobiliare,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Azionista,,11
PI00220,96463,CO00154,819540,PE00143,TAICA S.R.L.,,Società a responsabilità limitata,"Via Del Gallitello, 55",Potenza,PZ,Compravendita di beni immobili effettuata su beni propri,Immobiliare,Tra 250.000 e 2.000.000 euro,Fino a 2,Azionista,,5
PI00219,96463,CO00154,819540,PE00143,TAICA S.R.L.,,Società a responsabilità limitata,"Via Del Gallitello, 55",Potenza,PZ,Compravendita di beni immobili effettuata su beni propri,Immobiliare,Tra 250.000 e 2.000.000 euro,Fino a 2,Amministratore unico,38372,
PI00119,96374,CO00090,818946,PE00608,GERUNDO SOCIETA A RESPONSABILITA LIMITATA,,Società a responsabilità limitata,"Via Quirino Majorana, 9",Roma,RM,Locazione immobiliare di beni propri o in leasing (affitto),Immobiliare,Minore o uguale a 250.000 euro,Fino a 2,Azionista - terminato,,50
PI00277,96528,CO00196,495279,PE00857,FEDERCALCIO SERVIZI - SOCIETA' A RESPONSABILITA' LIMITATA,,Società a responsabilità limitata,"Via Campania, 47",Roma,RM,Locazione immobiliare di beni propri o in leasing (affitto),Immobiliare,Tra 2.000.000 e 10.000.000 euro,Da 11 a 50,Consigliere,43412,
PI00278,96528,CO00196,495279,PE00857,FEDERCALCIO SERVIZI - SOCIETA' A RESPONSABILITA' LIMITATA,,Società a responsabilità limitata,"Via Campania, 47",Roma,RM,Locazione immobiliare di beni propri o in leasing (affitto),Immobiliare,Tra 2.000.000 e 10.000.000 euro,Da 11 a 50,Presidente del consiglio di amministrazione,43412,
PI00268,96519,CO00189,519118,PE00507,ORIZZONTI S.R.L.,,Società a responsabilità limitata con un unico socio,"Vicolo Santa Marta, 9",Saronno,VA,Compravendita di beni immobili effettuata su beni propri,Immobiliare,Tra 250.000 e 2.000.000 euro,Dato non disponibile,Azionista,,100
PI00267,96519,CO00189,519118,PE00507,ORIZZONTI S.R.L.,,Società a responsabilità limitata con un unico socio,"Vicolo Santa Marta, 9",Saronno,VA,Compravendita di beni immobili effettuata su beni propri,Immobiliare,Tra 250.000 e 2.000.000 euro,Dato non disponibile,Socio,39577,
PI00284,96545,CO00200,498501,PE00411,TICINO HOLDING S.R.L.,,Società a responsabilità limitata con un unico socio,"Via Paolo Camillo Marliani, 5",Busto Arsizio,VA,Locazione immobiliare di beni propri o in leasing (affitto),Immobiliare,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Consigliere,39993,
PI00285,96545,CO00200,498501,PE00411,TICINO HOLDING S.R.L.,,Società a responsabilità limitata con un unico socio,"Via Paolo Camillo Marliani, 5",Busto Arsizio,VA,Locazione immobiliare di beni propri o in leasing (affitto),Immobiliare,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Presidente del consiglio di amministrazione,40009,
PI00334,96422,CO00127,646831,PE00880,SUPERMERCATI SAN VALENTINO S.R.L.,,Società a responsabilità limitata,"Via Antonio Lora, 9/11",Trissino,VI,Sviluppo di progetti immobiliari senza costruzione,Immobiliare,Tra 2.000.000 e 10.000.000 euro,Da 11 a 50,Azionista,,24
PI00184,96422,CO00127,646831,PE00880,SUPERMERCATI SAN VALENTINO S.R.L.,,Società a responsabilità limitata,"Via Antonio Lora, 9/11",Trissino,VI,Sviluppo di progetti immobiliari senza costruzione,Immobiliare,Tra 2.000.000 e 10.000.000 euro,Da 11 a 50,Consigliere,43595,
PI00370,131658,CO00251,510057,PE00750,CAPITAL HOME SRL,,Società a responsabilità limitata,"Via Lago Di Garda, 21",Dueville,VI,Compravendita di beni immobili effettuata su beni propri,Immobiliare,Minore o uguale a 250.000 euro,Dato non disponibile,Amministratore delegato,43507,
PI00371,131658,CO00251,510057,PE00750,CAPITAL HOME SRL,,Società a responsabilità limitata,"Via Lago Di Garda, 21",Dueville,VI,Compravendita di beni immobili effettuata su beni propri,Immobiliare,Minore o uguale a 250.000 euro,Dato non disponibile,Vice Presidente del consiglio di amministrazione,43507,
PI00372,131658,CO00251,510057,PE00750,CAPITAL HOME SRL,,Società a responsabilità limitata,"Via Lago Di Garda, 21",Dueville,VI,Compravendita di beni immobili effettuata su beni propri,Immobiliare,Minore o uguale a 250.000 euro,Dato non disponibile,Consigliere,43507,
PI00393,131658,CO00251,510057,PE00750,CAPITAL HOME SRL,,Società a responsabilità limitata,"Via Lago Di Garda, 21",Dueville,VI,Compravendita di beni immobili effettuata su beni propri,Immobiliare,Minore o uguale a 250.000 euro,Dato non disponibile,Azionista,,40
PI00367,125391,CO00249,494684,PE00068,IMMOBILIARE LA SERRA S.R.L.,,Società a responsabilità limitata,"Via Alberto Dominutti, 20",Verona,VR,Compravendita di beni immobili effettuata su beni propri,Immobiliare,Tra 250.000 e 2.000.000 euro,Dato non disponibile,Amministratore unico,43665,
PI00368,125391,CO00249,494684,PE00068,IMMOBILIARE LA SERRA S.R.L.,,Società a responsabilità limitata,"Via Alberto Dominutti, 20",Verona,VR,Compravendita di beni immobili effettuata su beni propri,Immobiliare,Tra 250.000 e 2.000.000 euro,Dato non disponibile,Socio,43663,
PI00389,125391,CO00249,494684,PE00068,IMMOBILIARE LA SERRA S.R.L.,,Società a responsabilità limitata,"Via Alberto Dominutti, 20",Verona,VR,Compravendita di beni immobili effettuata su beni propri,Immobiliare,Tra 250.000 e 2.000.000 euro,Dato non disponibile,Azionista,,100
PI00302,96561,CO00212,822346,PE00469,HS COMPANY S.R.L.,,Società a responsabilità limitata,"Via Pietra Tonda, 20",Montemiletto,AV,Altre attività dei servizi connessi alle tecnologie dell'informatica nca,Informatica,Tra 2.000.000 e 10.000.000 euro,Da 51 a 250,Azionista,,100
PI00301,96561,CO00212,822346,PE00469,HS COMPANY S.R.L.,,Società a responsabilità limitata,"Via Pietra Tonda, 20",Montemiletto,AV,Altre attività dei servizi connessi alle tecnologie dell'informatica nca,Informatica,Tra 2.000.000 e 10.000.000 euro,Da 51 a 250,Socio,43350,
PI00251,96495,CO00177,494583,PE00725,E.D.A. S.R.L. SOCIETA' TRA PROFESSIONISTI,,Società a responsabilità limitata,"Via Giovanni Battista Botalla, 3",Biella,BI,Elaborazione elettronica di dati contabili (esclusi i Centri di assistenza fiscale - Caf),Informatica,Tra 250.000 e 2.000.000 euro,Da 11 a 50,Azionista,,5
PI00337,103976,CO00233,819029,PE00662,OPERNEXT - SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,,Società a responsabilità limitata,"Via Ferrari, 72",Campobasso,CB,Consulenza nel settore delle tecnologie dell'informatica,Informatica,Minore o uguale a 250.000 euro,Dato non disponibile,Azionista - terminato,,40
PI00335,103976,CO00233,819029,PE00662,OPERNEXT - SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,,Società a responsabilità limitata,"Via Ferrari, 72",Campobasso,CB,Consulenza nel settore delle tecnologie dell'informatica,Informatica,Minore o uguale a 250.000 euro,Dato non disponibile,Amministratore unico - terminato,43003,
PI00336,103976,CO00233,819029,PE00662,OPERNEXT - SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,,Società a responsabilità limitata,"Via Ferrari, 72",Campobasso,CB,Consulenza nel settore delle tecnologie dell'informatica,Informatica,Minore o uguale a 250.000 euro,Dato non disponibile,Socio - terminato,43003,
PI00111,96364,CO00085,506017,PE00136,EURO 93 - S.R.L.,,Società a responsabilità limitata,"Via Provinciale, 78",Forte dei Marmi,LU,Elaborazione elettronica di dati contabili (esclusi i Centri di assistenza fiscale - Caf),Informatica,Minore o uguale a 250.000 euro,Da 3 a 10,Azionista,,50
PI00305,,CO00215,,PE00905,FIS ENERGY SOLUTIONS (ITALIA) S.R.L.,06827550960,Società a responsabilità limitata,"Via Amedei, 15",Milano,MI,Servizi di consulenza nel settore delle tecnologie dell'informatica,Informatica,Dato non disponibile,Da 11 a 50,Procuratore speciale - terminato,42076,
PI00338,97404,CO00242,819597,PE00206,UCAPITAL24 S.P.A.,,Società per azioni,"Via Molino Delle Armi, 11",Milano,MI,Produzione di software non connesso all'edizione,Informatica,Minore o uguale a 250.000 euro,Da 3 a 10,Presidente del collegio sindacale,43650,
PI00396,131560,CO00266,819481,PE00169,"START2IMPACT S.R.L. START-UP COSTITUITA A NORMA DELL'ART. 4 COMMA 10 BIS DEL DECRETO LEGGE 24 GENNAIO 2015, N. 3",,Società a responsabilità limitata,"Via Bastia, 4",Milano,MI,Portali web,Informatica,Minore o uguale a 250.000 euro,Fino a 2,Azionista,,8
PI00398,133092,CO00268,819536,PE00643,DATA DRIVEN SOLUTIONS SOCIETA' A RESPONSABILITA' LIMITATA,,Società a responsabilità limitata,"Via Colonnetta, 5",Milano,MI,Produzione di software non connesso all'edizione,Informatica,Minore o uguale a 250.000 euro,Dato non disponibile,Azionista,,85
