declaration_id,donation_id_transparency,donation_amount,donation_range,,donation_type,donation_year,donation_date,donation_origin,recipient_id_transparency,person_id_recipient,recipient_type,recipient_person_entry,recipient_last_name,recipient_name,recipient_party,donor_id_transparency,company_id_transparency,person_id_transparency,donor_type,donor_person_entry,donor_last_name_01,donor_name_01,donor_gender_01,donor_last_name_02,donor_name_02,donor_gender_02,source_name,additional_notes,record_date_of_entry
,DO201907187,1845,"500,00-5.000,00",,contribution,2019,27/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01006,,PE00687,Parlamentare o membro del Governo,parolougo,Parolo,Ugo,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907188,1845,"500,00-5.000,00",,contribution,2019,27/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01042,,PE00721,Parlamentare o membro del Governo,piastracarlo,Piastra,Carlo,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907189,1155,"500,00-5.000,00",,contribution,2019,27/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01042,,PE00721,Parlamentare o membro del Governo,piastracarlo,Piastra,Carlo,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907190,1845,"500,00-5.000,00",,contribution,2019,27/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01078,,PE00750,Parlamentare o membro del Governo,prettoerikumberto,Pretto,Erik Umberto,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907191,1845,"500,00-5.000,00",,contribution,2019,27/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01261,,PE00888,Parlamentare o membro del Governo,suttomauro,Sutto,Mauro,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907192,1155,"500,00-5.000,00",,contribution,2019,27/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01261,,PE00888,Parlamentare o membro del Governo,suttomauro,Sutto,Mauro,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907193,1155,"500,00-5.000,00",,contribution,2019,27/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01289,,PE00908,Parlamentare o membro del Governo,tomasimaura,Tomasi,Maura,F,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907194,1845,"500,00-5.000,00",,contribution,2019,27/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01289,,PE00908,Parlamentare o membro del Governo,tomasimaura,Tomasi,Maura,F,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907195,3000,"500,00-5.000,00",,contribution,2019,27/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01296,,PE00915,Parlamentare o membro del Governo,tosatopaolo,Tosato,Paolo,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907196,1845,"500,00-5.000,00",,contribution,2019,27/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01376,,PE00981,Parlamentare o membro del Governo,zielloedoardo,Ziello,Edoardo,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907197,1155,"500,00-5.000,00",,contribution,2019,27/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01376,,PE00981,Parlamentare o membro del Governo,zielloedoardo,Ziello,Edoardo,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907198,1845,"500,00-5.000,00",,contribution,2019,27/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01381,,PE00985,Parlamentare o membro del Governo,zordanadolfo,Zordan,Adolfo,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907199,1155,"500,00-5.000,00",,contribution,2019,27/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01381,,PE00985,Parlamentare o membro del Governo,zordanadolfo,Zordan,Adolfo,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907200,1155,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00251,,PE00020,Parlamentare o membro del Governo,andreuzzagiorgia,Andreuzza,Giorgia,F,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907201,1845,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00251,,PE00020,Parlamentare o membro del Governo,andreuzzagiorgia,Andreuzza,Giorgia,F,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907202,3000,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00260,,PE00029,Parlamentare o membro del Governo,arrigonipaolo,Arrigoni,Paolo,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907203,1845,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00272,,PE00036,Parlamentare o membro del Governo,badolemirco,Badole,Mirco,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907204,1155,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00272,,PE00036,Parlamentare o membro del Governo,badolemirco,Badole,Mirco,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907205,1155,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00285,,PE00045,Parlamentare o membro del Governo,barbaroclaudio,Barbaro,Claudio,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907206,1845,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00285,,PE00045,Parlamentare o membro del Governo,barbaroclaudio,Barbaro,Claudio,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907207,1845,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00332,,PE00082,Parlamentare o membro del Governo,bianchimatteoluigi,Bianchi,Matteo Luigi,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907208,1155,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00332,,PE00082,Parlamentare o membro del Governo,bianchimatteoluigi,Bianchi,Matteo Luigi,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907209,1155,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00339,,PE00088,Parlamentare o membro del Governo,binellidiego,Binelli,Diego,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907210,1845,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00339,,PE00088,Parlamentare o membro del Governo,binellidiego,Binelli,Diego,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907211,3000,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00354,,PE00104,Parlamentare o membro del Governo,bongiornogiulia,Bongiorno,Giulia,F,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907212,1155,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00355,,PE00105,Parlamentare o membro del Governo,boniardifabiomassimo,Boniardi,Fabio Massimo,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907213,1845,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00355,,PE00105,Parlamentare o membro del Governo,boniardifabiomassimo,Boniardi,Fabio Massimo,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907214,910,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00370,,PE00118,Parlamentare o membro del Governo,bossisimone,Bossi,Simone,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907215,2090,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00370,,PE00118,Parlamentare o membro del Governo,bossisimone,Bossi,Simone,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907216,1155,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00380,,PE00131,Parlamentare o membro del Governo,bubisuttiaurelia,Bubisutti,Aurelia,F,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907217,1845,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00380,,PE00131,Parlamentare o membro del Governo,bubisuttiaurelia,Bubisutti,Aurelia,F,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907218,1845,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00386,,PE00142,Parlamentare o membro del Governo,caffarattogualtiero,Caffaratto,Gualtiero,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907219,1155,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00386,,PE00142,Parlamentare o membro del Governo,caffarattogualtiero,Caffaratto,Gualtiero,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907220,1160,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00394,,PE00151,Parlamentare o membro del Governo,camparimaurizio,Campari,Maurizio,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907221,1840,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00394,,PE00151,Parlamentare o membro del Governo,camparimaurizio,Campari,Maurizio,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907222,1155,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00415,,PE00165,Parlamentare o membro del Governo,caparvivirginio,Caparvi,Virginio,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907223,1845,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00415,,PE00165,Parlamentare o membro del Governo,caparvivirginio,Caparvi,Virginio,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907224,1155,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00448,,PE00199,Parlamentare o membro del Governo,cattoivanessa,Cattoi,Vanessa,F,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907225,1845,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00448,,PE00199,Parlamentare o membro del Governo,cattoivanessa,Cattoi,Vanessa,F,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907226,1845,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00454,,PE00203,Parlamentare o membro del Governo,cecchettifabrizio,Cecchetti,Fabrizio,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907227,1155,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00454,,PE00203,Parlamentare o membro del Governo,cecchettifabrizio,Cecchetti,Fabrizio,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907228,1845,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00457,,PE00206,Parlamentare o membro del Governo,centemerogiulio,Centemero,Giulio,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907229,1155,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00457,,PE00206,Parlamentare o membro del Governo,centemerogiulio,Centemero,Giulio,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907230,1155,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00485,,PE00225,Parlamentare o membro del Governo,collajari,Colla,Jari,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907231,1845,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00485,,PE00225,Parlamentare o membro del Governo,collajari,Colla,Jari,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907232,1845,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00491,,PE00232,Parlamentare o membro del Governo,comencinivito,Comencini,Vito,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907233,1155,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00507,,PE00246,Parlamentare o membro del Governo,covolosilvia,Covolo,Silvia,F,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907234,1845,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00507,,PE00246,Parlamentare o membro del Governo,covolosilvia,Covolo,Silvia,F,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907235,1845,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00511,,PE00249,Parlamentare o membro del Governo,crippaandrea,Crippa,Andrea,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907236,1155,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00511,,PE00249,Parlamentare o membro del Governo,crippaandrea,Crippa,Andrea,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907237,1155,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00530,,PE00269,Parlamentare o membro del Governo,daraandrea,Dara,Andrea,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907238,1845,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00530,,PE00269,Parlamentare o membro del Governo,daraandrea,Dara,Andrea,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907239,1155,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00549,,PE00288,Parlamentare o membro del Governo,demartiniguido,De Martini,Guido,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907240,1845,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00549,,PE00288,Parlamentare o membro del Governo,demartiniguido,De Martini,Guido,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907241,1845,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00570,,PE00309,Parlamentare o membro del Governo,deramoluigi,D'Eramo,Luigi,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907242,1155,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00570,,PE00309,Parlamentare o membro del Governo,deramoluigi,D'Eramo,Luigi,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907243,2205,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00579,,PE00319,Parlamentare o membro del Governo,dimuroflavio,Di Muro,Flavio,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907244,795,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00579,,PE00319,Parlamentare o membro del Governo,dimuroflavio,Di Muro,Flavio,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907245,1155,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00592,,PE00336,Parlamentare o membro del Governo,durigonclaudio,Durigon,Claudio,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907246,1845,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00592,,PE00336,Parlamentare o membro del Governo,durigonclaudio,Durigon,Claudio,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907247,1155,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00607,,PE00349,Parlamentare o membro del Governo,fantuzmarica,Fantuz,Marica,F,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907248,1845,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00607,,PE00349,Parlamentare o membro del Governo,fantuzmarica,Fantuz,Marica,F,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907249,1845,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00627,,PE00367,Parlamentare o membro del Governo,ferrarirobertopaolo,Ferrari,Roberto Paolo,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907250,1155,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00627,,PE00367,Parlamentare o membro del Governo,ferrarirobertopaolo,Ferrari,Roberto Paolo,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907251,1845,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00642,,PE00382,Parlamentare o membro del Governo,foglianiketty,Fogliani,Ketty,F,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907252,1155,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00642,,PE00382,Parlamentare o membro del Governo,foglianiketty,Fogliani,Ketty,F,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907253,1845,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00663,,PE00396,Parlamentare o membro del Governo,frassinirebecca,Frassini,Rebecca,F,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907254,1155,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00663,,PE00396,Parlamentare o membro del Governo,frassinirebecca,Frassini,Rebecca,F,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907255,1855,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00735,,PE00456,Parlamentare o membro del Governo,gobbatoclaudia,Gobbato,Claudia,F,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907256,1145,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00735,,PE00456,Parlamentare o membro del Governo,gobbatoclaudia,Gobbato,Claudia,F,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907257,1845,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00751,,PE00466,Parlamentare o membro del Governo,grimoldipaolo,Grimoldi,Paolo,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907258,1155,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00751,,PE00466,Parlamentare o membro del Governo,grimoldipaolo,Grimoldi,Paolo,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907259,1845,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00755,,PE00472,Parlamentare o membro del Governo,guidesiguido,Guidesi,Guido,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907260,1155,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00755,,PE00472,Parlamentare o membro del Governo,guidesiguido,Guidesi,Guido,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907261,1145,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00788,,PE00499,Parlamentare o membro del Governo,latinigiorgia,Latini,Giorgia,F,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907262,1855,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00788,,PE00499,Parlamentare o membro del Governo,latinigiorgia,Latini,Giorgia,F,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907263,1845,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00793,,PE00502,Parlamentare o membro del Governo,lazzariniarianna,Lazzarini,Arianna,F,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907264,1155,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00793,,PE00502,Parlamentare o membro del Governo,lazzariniarianna,Lazzarini,Arianna,F,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907265,1845,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00794,,PE00503,Parlamentare o membro del Governo,legnaiolidonatella,Legnaioli,Donatella,F,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907266,1155,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00794,,PE00503,Parlamentare o membro del Governo,legnaiolidonatella,Legnaioli,Donatella,F,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907267,1845,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00803,,PE00513,Parlamentare o membro del Governo,locatellialessandra,Locatelli,Alessandra,F,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907268,1155,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00803,,PE00513,Parlamentare o membro del Governo,locatellialessandra,Locatelli,Alessandra,F,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907269,1847,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00806,,PE00514,Parlamentare o membro del Governo,lolinimario,Lolini,Mario,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907270,1153,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00806,,PE00514,Parlamentare o membro del Governo,lolinimario,Lolini,Mario,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907271,1155,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00820,,PE00530,Parlamentare o membro del Governo,lucchinielena,Lucchini,Elena,F,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907272,1845,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00820,,PE00530,Parlamentare o membro del Governo,lucchinielena,Lucchini,Elena,F,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907273,1155,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00828,,PE00539,Parlamentare o membro del Governo,maggionimarco,Maggioni,Marco,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907274,1845,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00828,,PE00539,Parlamentare o membro del Governo,maggionimarco,Maggioni,Marco,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907275,1155,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00849,,PE00558,Parlamentare o membro del Governo,manzatofranco,Manzato,Franco,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907276,1845,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00849,,PE00558,Parlamentare o membro del Governo,manzatofranco,Manzato,Franco,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907277,1155,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00857,,PE00563,Parlamentare o membro del Governo,marchettiriccardoaugusto,Marchetti,Riccardo Augusto,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907278,1845,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00857,,PE00563,Parlamentare o membro del Governo,marchettiriccardoaugusto,Marchetti,Riccardo Augusto,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907279,1155,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00890,,PE00585,Parlamentare o membro del Governo,maturifilippo,Maturi,Filippo,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907280,1845,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00890,,PE00585,Parlamentare o membro del Governo,maturifilippo,Maturi,Filippo,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907281,1845,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00931,,PE00623,Parlamentare o membro del Governo,morellialessandro,Morelli,Alessandro,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907282,1155,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00931,,PE00623,Parlamentare o membro del Governo,morellialessandro,Morelli,Alessandro,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907283,1155,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01011,,PE00690,Parlamentare o membro del Governo,patassinitullio,Patassini,Tullio,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907284,1845,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01011,,PE00690,Parlamentare o membro del Governo,patassinitullio,Patassini,Tullio,M,,,,party_website,Lega per Salvini Premier,17/03/2020
,DO201907285,1155,"500,00-5.000,00",,contribution,2019,30/12/2019,Italiana,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01012,,PE00691,Parlamentare o membro del Governo,patellicristina,Patelli,Cristina,F,,,,party_website,Lega per Salvini Premier,17/03/2020
